BJD_TDB	Norm_Flux	Norm_Flux_err	Airmass	Sky_Pixel_T1	JD_UTC	tot_C_counts	X(FITS)_T1	Y(FITS)_T1	Width_T1
2457669.44316084	0.969281	0.002220	1.680281	664.530172	2457669.43713	1023050.61682	513.963602	519.286283	5.000233
2457669.44456078	0.967847	0.002220	1.665117	663.126531	2457669.43853	1025163.088043	514.201342	519.604766	5.002157
2457669.44594973	0.960933	0.002183	1.650407	664.68254	2457669.439919	1019883.660603	514.510105	519.576196	5.061049
2457669.44734967	0.965315	0.002331	1.635895	663.588983	2457669.441319	1012134.23847	514.513322	519.791326	5.473461
2457669.44875062	0.964350	0.002315	1.621697	664.866109	2457669.44272	996688.043273	514.540493	519.917563	5.357991
2457669.45013956	0.965458	0.002331	1.607918	660.081633	2457669.444109	1006814.011742	514.921265	519.897616	5.250744
2457669.45153951	0.966618	0.002252	1.594320	664.716667	2457669.445509	1002887.194337	514.942108	520.348363	5.092267
2457669.45292846	0.961065	0.002183	1.581120	665.729412	2457669.446898	1006522.14717	516.045465	520.181563	4.867463
2457669.45432940	0.964746	0.002199	1.568090	664.055794	2457669.448299	1009253.739917	516.458998	519.974487	4.807627
2457669.45571835	0.961972	0.002199	1.555439	663.365462	2457669.449688	1006021.17885	517.083092	520.004174	4.823777
