BJD_TDB	Norm_Flux	Norm_Flux_err	Airmass	Sky_Pixel_T1	JD_UTC	tot_C_counts	X(FITS)_T1	Y(FITS)_T1	Width_T1
2457596.26110766	0.963856	0.002493	1.564404	471.863995	2457596.255012	811388.893961	522.133209	507.071061	5.674684
2457596.26250764	0.962584	0.002492	1.554240	466.500425	2457596.256412	814469.469218	522.791202	507.02929	5.728003
2457596.26389662	0.959445	0.002632	1.544403	487.313456	2457596.257801	809094.461417	523.401895	506.661698	6.134332
2457941.34546907	0.991027	0.006222	1.397417	911.750957	2457941.339352	458580.726556	514.657869	511.139559	7.422474
2457941.34686909	0.991335	0.005560	1.391361	785.927979	2457941.340752	466644.550411	514.581441	510.164173	7.153553
2457941.34825811	1.000928	0.005467	1.385509	776.110701	2457941.342141	465731.476363	513.794224	508.754679	7.163699
2457941.34965913	0.992368	0.004982	1.379762	764.674173	2457941.343542	471284.317053	513.328032	507.527814	6.716684
2457941.35105915	0.999750	0.005236	1.374166	765.404663	2457941.344942	470329.930803	512.802395	506.47299	6.966568
2457941.35244817	0.999776	0.005329	1.368763	759.712021	2457941.346331	470324.570486	513.216233	505.609557	7.112796
2457941.35384819	0.991837	0.005271	1.363460	757.166111	2457941.347731	471655.405592	513.501385	505.015603	6.954718
2457941.35524921	1.001062	0.004936	1.358300	752.558809	2457941.349132	472377.577213	513.328466	504.240825	6.74189
2457941.35663823	1.001074	0.005017	1.353322	744.721155	2457941.350521	470632.669618	513.485652	503.099751	6.874044
2457941.35803825	1.001404	0.004830	1.348441	739.61304	2457941.351921	475002.32751	513.361708	502.555808	6.673384
2457941.35942727	0.999018	0.005027	1.343735	734.108154	2457941.35331	472423.534253	513.636973	501.481852	6.98257
2457941.36082829	0.996620	0.004788	1.339124	731.277717	2457941.354711	476434.201871	513.62896	501.10847	6.649472
2457941.36221731	0.994610	0.004775	1.334682	734.010822	2457941.3561	477452.440472	513.556695	500.620721	6.658726
2457941.36361733	0.996127	0.005256	1.330332	742.679682	2457941.3575	474808.830035	514.370829	499.80567	7.170609
2457941.36500635	0.988442	0.005342	1.326146	763.775411	2457941.358889	474628.772048	513.569839	499.674105	7.085607
2457941.36640637	0.979157	0.005034	1.322050	749.333106	2457941.360289	475930.606985	513.39171	499.378727	6.960611
2457941.36779539	0.981780	0.004583	1.318112	733.190189	2457941.361678	478219.195399	513.297528	498.913237	6.443782
2457941.36919641	0.972454	0.004815	1.314263	716.853012	2457941.363079	482398.358414	513.47808	498.541849	6.694929
2457941.37059643	0.969625	0.004689	1.310536	704.75212	2457941.364479	481774.290004	513.841629	498.37132	6.739708
2457941.37198545	0.975467	0.004459	1.306958	710.028424	2457941.365868	481861.751798	513.830144	498.350284	6.273319
2457941.37338647	0.974626	0.004479	1.303469	716.288833	2457941.367269	483041.287353	513.536213	497.952796	6.373335
2457941.37478649	0.964287	0.004544	1.300096	691.729851	2457941.368669	485252.437753	512.672213	497.577659	6.483663
2457941.37617551	0.970392	0.004736	1.296866	669.721526	2457941.370058	483644.621023	512.661125	497.514883	6.84676
2457941.37757553	0.966222	0.004649	1.293722	672.148858	2457941.371458	483246.70904	512.910056	497.344098	6.784419
2457941.37897655	0.972051	0.004398	1.290691	670.663757	2457941.372859	483698.832902	512.732511	497.146875	6.362808
2457941.38036557	0.965305	0.004463	1.287795	654.545747	2457941.374248	485367.221523	512.869276	497.061506	6.674262
2457941.38176559	0.967986	0.004548	1.284986	648.097521	2457941.375648	484747.666305	512.507367	497.021977	6.64563
2457941.38316661	0.963166	0.004378	1.282286	645.010728	2457941.377049	486586.637539	512.259461	496.781786	6.563615
2457941.38455563	0.961686	0.004431	1.279715	644.000953	2457941.378438	483193.898743	512.384924	496.702405	6.613609
2457941.38595565	0.966300	0.004223	1.277229	643.78159	2457941.379838	485576.497031	512.190648	496.623879	6.313647
2457941.38734467	0.965143	0.004291	1.274869	642.851006	2457941.381227	484743.279779	511.985639	496.158813	6.393764
2457941.38874469	0.962551	0.004389	1.272594	640.707981	2457941.382627	483254.599304	512.056137	496.245536	6.55173
2457941.39013371	0.967293	0.004355	1.270441	636.263089	2457941.384016	484715.869761	511.892792	495.895416	6.532902
2457941.39153473	0.967212	0.004313	1.268373	634.51956	2457941.385417	484232.333538	512.579745	495.723619	6.447804
2457941.39293475	0.968189	0.004406	1.266408	631.534484	2457941.386817	481575.182303	512.248632	495.735307	6.677043
2457941.39432377	0.965622	0.004366	1.264560	639.699624	2457941.388206	482331.465862	512.247811	495.635679	6.539642
2457941.39572379	0.965683	0.004443	1.262797	618.442841	2457941.389606	477734.057482	511.716136	495.472365	6.652157
2457941.39711281	0.964241	0.004375	1.261149	595.942875	2457941.390995	465811.923968	511.844588	495.290826	6.383502
2457941.39851383	0.966358	0.004567	1.259586	605.329753	2457941.392396	474635.872404	512.566197	495.104785	6.788842
2457941.39990285	0.956006	0.004501	1.258134	583.562135	2457941.393785	458082.596008	511.836091	495.213607	6.536754
2457941.40130287	0.965957	0.004975	1.256768	536.045733	2457941.395185	412967.89348	513.512568	496.327052	6.708092
2457941.40270389	0.962131	0.004591	1.255501	519.626152	2457941.396586	410085.845578	514.625136	496.958636	6.344947
2457941.40410391	0.960749	0.004598	1.254331	526.981324	2457941.397986	410931.792284	514.718859	497.331442	6.354998
2457941.40549293	0.958551	0.004811	1.253267	487.351449	2457941.399375	381680.621353	514.698337	496.749765	6.44116
2457941.40688195	0.952448	0.004861	1.252299	451.203977	2457941.400764	347481.657893	514.2208	496.401946	6.130517
2457941.40828197	0.950394	0.004812	1.251418	453.679646	2457941.402164	352337.47639	514.60195	495.771857	6.081328
2457941.40967099	0.953252	0.005248	1.250640	448.567746	2457941.403553	341125.271753	513.903779	495.635007	6.543921
2457941.41107201	0.958126	0.005391	1.249951	413.001679	2457941.404954	312181.358934	514.253297	495.270341	6.445574
2457941.41247203	0.957073	0.005853	1.249357	376.235587	2457941.406354	277579.628542	514.356041	494.958883	6.533577
2457941.41387305	0.964095	0.005388	1.248859	385.42222	2457941.407755	290060.896784	514.345818	494.710047	6.405612
2457941.41527307	0.957276	0.005727	1.248456	370.408378	2457941.409155	272226.551569	514.55713	494.098421	6.505939
2457941.41667409	0.964688	0.006567	1.248148	327.456151	2457941.410556	236776.672762	514.841999	494.002112	6.780645
2457941.41807410	0.951667	0.006650	1.247935	304.324528	2457941.411956	214774.85122	514.763867	493.897839	6.5932
2457941.42019214	0.972829	0.004667	1.247794	623.374472	2457941.414074	478919.461492	513.483533	493.09195	6.918155
2457941.42159315	0.972422	0.004356	1.247819	613.788133	2457941.415475	486310.05243	511.066901	492.743744	6.690556
2457941.42298117	0.976007	0.004752	1.247938	607.210807	2457941.416863	493986.340786	508.894356	492.267597	6.921157
2457941.42438219	0.959392	0.004262	1.248153	617.175798	2457941.418264	487429.588118	506.093089	492.164707	6.548233
2457941.42578221	0.968116	0.004212	1.248462	608.03462	2457941.419664	492524.924139	504.254781	491.565809	6.433262
2457941.42717123	0.959149	0.004179	1.248863	607.201595	2457941.421053	489877.310927	502.73073	490.895487	6.511999
2457941.42857225	0.958619	0.004716	1.249362	608.07278	2457941.422454	492881.951244	500.047708	490.653367	6.893366
2457941.42997227	0.964408	0.004151	1.249956	610.518408	2457941.423854	486432.879511	497.203606	490.001474	6.40033
2457941.43137329	0.974293	0.004766	1.250646	601.951514	2457941.425255	486446.017423	494.796348	489.85434	6.999333
2457941.43276231	0.963441	0.004592	1.251425	607.682698	2457941.426644	488364.242513	494.032158	491.091896	6.827957
2457941.43416233	0.966237	0.004389	1.252306	600.516838	2457941.428044	485857.786658	491.617059	490.068967	6.730542
2457941.43555135	0.973356	0.004450	1.253275	599.126226	2457941.429433	481511.799262	489.698203	489.618207	6.716924
2457941.43695137	0.963682	0.004764	1.254349	584.159166	2457941.430833	481734.168834	488.015882	488.806326	6.906612
2457941.43835239	0.971441	0.004361	1.255521	561.785161	2457941.432234	469107.573969	485.244084	488.192634	6.606168
2457941.43974141	0.965160	0.004504	1.256779	540.29017	2457941.433623	454766.359714	482.218022	486.743782	6.702649
2457941.44114142	0.964821	0.004273	1.258145	518.802395	2457941.435023	439484.785283	480.237514	485.635525	6.337258
2457941.44254244	0.968998	0.004296	1.259611	498.643695	2457941.436424	421192.344903	478.115418	485.162515	6.183371
2457941.44393046	0.973308	0.004474	1.261162	475.647361	2457941.437812	405495.462461	476.176557	484.357853	6.368958
2457941.44533148	0.963203	0.004453	1.262826	454.97134	2457941.439213	392137.08134	473.744001	483.63472	6.17068
2457941.45559762	0.993412	0.004052	1.278141	586.132926	2457941.449479	503624.209797	514.294218	515.270506	6.282846
2457941.45699864	0.987456	0.004183	1.280666	584.279539	2457941.45088	501059.434866	514.229051	515.144743	6.549329
2457941.45839866	0.994871	0.004181	1.283299	577.117267	2457941.45228	502896.941561	514.11601	515.509674	6.555504
2457941.45978768	0.995955	0.004126	1.286018	575.452184	2457941.453669	504777.926453	515.483316	515.586089	6.465964
2457941.46118770	0.995399	0.003897	1.288868	570.879822	2457941.455069	508507.743815	515.536651	515.467492	6.259145
2457941.46258872	0.998610	0.004270	1.291830	565.526384	2457941.45647	504320.185781	515.253647	515.451106	6.710771
2457941.46397774	0.991955	0.004099	1.294877	565.74167	2457941.457859	501340.626929	516.693689	515.789477	6.538668
2457941.46537776	0.997103	0.004334	1.298063	564.275164	2457941.459259	502091.847691	517.495542	515.90116	6.795692
2457941.46677878	0.989437	0.004153	1.301364	562.836065	2457941.46066	503151.584707	518.003898	515.91341	6.61794
2457941.46816779	0.996197	0.004157	1.304753	561.735255	2457941.462049	501593.086285	518.496968	515.938708	6.393914
2457941.46956781	0.997484	0.004163	1.308286	552.158427	2457941.463449	497420.132298	518.536742	516.166113	6.486403
2457941.47096883	0.993096	0.003960	1.311938	549.98176	2457941.46485	500737.011873	519.160125	516.337761	6.270657
2457941.47235685	0.987654	0.003762	1.315680	543.530514	2457941.466238	497072.475493	519.972012	516.375691	5.988672
2457941.47375787	0.990173	0.003846	1.319574	533.427174	2457941.467639	489808.242146	520.390522	516.604589	5.885635
2457941.47515789	0.986237	0.005149	1.323592	528.859478	2457941.469039	454781.305046	520.959501	516.579077	7.409504
2457941.47654691	0.986264	0.005205	1.327700	514.366927	2457941.470428	436900.035743	520.615142	516.59875	7.452094
2457941.47794793	0.981799	0.004990	1.331970	490.767065	2457941.471829	416735.392367	520.486591	516.644467	7.039563
2458037.20284267	0.995616	0.003935	1.308630	292.540061	2458037.20147	410320.133611	513.373879	514.648165	6.016285
2458037.20424254	0.994768	0.004020	1.312295	291.843492	2458037.20287	409391.907217	514.617563	515.001865	6.271416
2458037.20564341	0.993586	0.004070	1.316080	294.323622	2458037.204271	410040.066122	514.73696	515.142345	6.279148
2458037.20703229	1.002678	0.004344	1.319955	294.123084	2458037.20566	407558.305023	514.653606	515.699862	6.607159
2458037.20843216	1.001032	0.004289	1.323986	295.932856	2458037.20706	405547.894348	514.887004	515.979794	6.595214
2458037.20982103	1.000524	0.004274	1.328108	293.606554	2458037.208449	407836.451366	514.863974	515.825079	6.688198
2458037.21122190	1.001830	0.004220	1.332391	295.012189	2458037.20985	406729.597831	514.419356	515.98165	6.483443
2458037.21260977	1.004010	0.004105	1.336766	294.306233	2458037.211238	408735.873571	514.221965	516.089372	6.365673
2458037.21401065	1.000618	0.004389	1.341309	296.056163	2458037.212639	406102.51802	514.503993	516.223015	6.76532
2458037.21539952	0.997546	0.004195	1.345946	297.65247	2458037.214028	404583.736228	514.435506	516.210872	6.475259
2458037.21679939	0.996643	0.004185	1.350756	297.133397	2458037.215428	408410.618825	514.001661	516.251832	6.429277
2458037.21818826	0.995880	0.004075	1.355663	298.860517	2458037.216817	408683.447974	514.503773	516.424224	6.448456
2458037.21958913	0.994224	0.003985	1.360749	297.589767	2458037.218218	411572.702844	514.472419	516.547925	6.013745
2458037.22097701	0.994793	0.003955	1.365934	297.439201	2458037.219606	408951.683869	514.336909	516.629778	6.068836
2458037.22237788	0.995676	0.004160	1.371306	303.017499	2458037.221007	402421.937369	514.7808	516.400554	6.323803
2458037.22376675	0.991750	0.003975	1.376779	307.136551	2458037.222396	403394.740178	514.181909	516.197246	6.079881
2458037.22516662	0.994419	0.004010	1.382447	307.008128	2458037.223796	405890.023322	514.235852	516.250521	6.116972
2458037.22656749	0.984039	0.004190	1.388267	307.042776	2458037.225197	406301.5424	515.50869	516.672164	6.339932
2458037.22795637	0.986094	0.004050	1.394192	304.9478	2458037.226586	404888.227908	515.391333	516.57875	6.253049
2458037.22935624	0.991660	0.004080	1.400323	301.808997	2458037.227986	407393.469388	515.790992	516.797474	6.19196
2458037.23074511	0.981615	0.004010	1.406564	303.226971	2458037.229375	408801.569375	515.983286	516.635469	6.093367
2458037.23214498	0.979555	0.004135	1.413019	302.592224	2458037.230775	407699.551592	516.3560	517.17925	6.370117
2458037.23353385	0.976992	0.004015	1.419587	300.203926	2458037.232164	409317.465232	516.568822	517.106145	6.253304
2458037.23493473	0.975914	0.004165	1.426379	300.343842	2458037.233565	407469.205169	516.606409	517.282575	6.547921
2458037.23633460	0.976224	0.004244	1.433346	304.699294	2458037.234965	405709.23032	516.247429	517.382339	6.65205
2458037.23772347	0.961710	0.004200	1.440430	307.614277	2458037.236354	402948.049115	516.86019	517.288433	6.514802
2458037.23912434	0.971101	0.004334	1.447754	302.03709	2458037.237755	406407.364234	517.404369	517.573836	6.69698
2458037.24052421	0.969017	0.004359	1.455264	307.010165	2458037.239155	399937.790473	516.996325	517.745104	6.760908
2458037.24191309	0.957710	0.004828	1.462898	316.22896	2458037.240544	388360.61364	517.209572	517.886736	6.877216
2458037.24331296	0.974772	0.005048	1.470789	314.066034	2458037.241944	372516.741139	517.616489	517.88747	7.175361
2458037.24470183	0.968014	0.004599	1.478809	308.300661	2458037.243333	396143.397822	517.234219	517.745709	7.03705
2458037.24610270	0.969470	0.004379	1.487098	306.489969	2458037.244734	404391.57456	517.491139	517.934057	6.72912
2458037.24750257	0.965071	0.004504	1.495594	309.744091	2458037.246134	399977.104889	517.764012	518.240652	6.989024
2458037.24889144	0.967810	0.004723	1.504229	312.647798	2458037.247523	398439.847887	518.29101	518.143284	7.10156
2458037.25029232	0.962702	0.004634	1.513151	314.648807	2458037.248924	398148.797413	518.20998	518.525702	6.91591
2458037.25168019	0.963485	0.004703	1.522219	310.138887	2458037.250312	397587.871604	519.077416	518.536216	7.12913
2458037.25308106	0.957879	0.004943	1.531588	310.990396	2458037.251713	384098.595169	518.809984	518.905793	7.17951
2458037.25446993	0.966992	0.004698	1.541110	310.261777	2458037.253102	387122.193438	518.328875	518.619089	7.020211
2458037.25586980	0.964149	0.004469	1.550949	307.653769	2458037.254502	399609.48397	518.130163	518.633039	6.828678
2458037.25725868	0.964727	0.004185	1.560948	310.197626	2458037.255891	398985.336782	519.042834	518.292589	6.351571
2458037.25865955	0.959126	0.004384	1.571280	312.825558	2458037.257292	392481.863608	519.90659	518.514999	6.535026
2458037.26004842	0.964887	0.004504	1.581781	315.687744	2458037.258681	396905.124599	520.188622	518.838046	6.793673
2458037.26144829	0.956493	0.004429	1.592632	322.288961	2458037.260081	398551.985173	519.958859	518.541901	6.545577
2458037.26284816	0.959056	0.004155	1.603755	323.288536	2458037.261481	399211.943035	520.219689	518.090353	6.246044
2458037.26423703	0.964139	0.004359	1.615060	320.999795	2458037.26287	395104.165811	519.315944	518.166061	6.605205
2458037.26563790	0.960951	0.005397	1.626745	337.392624	2458037.264271	335739.900736	519.781177	518.392201	7.037694
2458037.26702678	0.954428	0.004314	1.638623	331.817414	2458037.26566	389790.330282	520.254669	518.439793	6.418268
2458037.26981552	0.954762	0.004564	1.663386	334.450161	2458037.268449	364523.185447	519.887892	517.945352	6.201785
2458037.27260426	0.964752	0.004658	1.689417	323.465099	2458037.271238	389881.325596	520.909491	518.93047	6.893825
2458037.27400513	0.956403	0.004733	1.702989	333.65439	2458037.272639	367405.607481	521.288165	518.887012	6.6691
2458037.27679388	0.955066	0.005332	1.731071	330.687393	2458037.275428	335036.956966	521.961178	519.527525	6.856566
2458037.27819475	0.964757	0.004783	1.745719	323.202716	2458037.276829	389650.101313	521.81437	519.450297	7.028064
2458037.27958362	0.966787	0.004798	1.760623	328.923048	2458037.278218	388886.337214	522.819095	519.056042	6.973357
2458037.28098349	0.964807	0.004888	1.776045	331.625988	2458037.279618	387037.742172	523.743848	519.04038	6.926886
2458037.28237236	0.961326	0.004489	1.791740	333.678979	2458037.281007	389088.954602	524.111032	519.013318	6.556335
2458037.28377224	0.966538	0.004434	1.807985	339.132168	2458037.282407	387980.691595	524.254495	519.038312	6.359663
2458037.28516111	0.962029	0.004639	1.824525	341.850005	2458037.283796	385284.33046	525.418754	519.30007	6.554758
2458037.28656198	0.954253	0.004973	1.841648	349.763117	2458037.285197	378204.768005	525.693204	519.619701	7.004693
2458037.28795085	0.967007	0.005038	1.859088	351.445194	2458037.286586	371732.585634	526.480351	519.591007	6.81511
2458037.28935072	0.959854	0.005072	1.877150	360.561035	2458037.287986	367520.020267	526.627894	519.507254	6.969375
2458037.29075159	0.956687	0.005157	1.895708	362.163085	2458037.289387	379006.397428	527.513617	519.786928	7.126172
2458037.29213946	0.967341	0.004873	1.914620	371.255076	2458037.290775	379827.018456	528.353959	519.803935	6.756439
2458037.29354034	0.962203	0.004758	1.934219	383.304176	2458037.292176	382752.221014	528.072434	520.417387	6.581659
2458037.29492921	0.964418	0.004973	1.954199	390.149271	2458037.293565	383651.572377	529.463955	520.442764	6.875078
2458037.29632908	0.972443	0.005192	1.974914	401.685387	2458037.294965	376546.01929	529.627666	520.344044	6.963755
2458037.29772995	0.969445	0.005237	1.996222	409.10585	2458037.296366	376980.191447	529.506884	520.187706	6.875259
2458037.29911882	0.968578	0.005067	2.017959	415.278975	2458037.297755	380465.414654	530.509425	520.577063	6.784355
2458037.30051869	0.966702	0.004634	2.040513	423.25567	2458037.299155	382878.516946	531.251321	520.961028	6.303595
2458037.30191956	0.964233	0.005067	2.063729	430.668805	2458037.300556	378572.682729	531.905824	521.491073	6.768429
2458037.30330744	0.971191	0.004978	2.087433	427.528803	2458037.301944	378087.395661	531.838946	521.619096	6.509013
2458037.30470831	0.971066	0.005377	2.112046	428.27335	2458037.303345	374723.541693	532.574802	522.022686	7.003016
