BJD_TDB	Norm_Flux	Norm_Flux_err	Airmass	Sky_Pixel_T1	JD_UTC	tot_C_counts	X(FITS)_T1	Y(FITS)_T1	Width_T1
2457776.45307385	0.993914	0.003569	1.219249	133.239137	2457776.449225	177604.491061	515.632663	512.671186	5.372239
2457776.45458993	0.989274	0.003538	1.213581	132.392134	2457776.450741	179245.369831	516.14728	512.647524	5.242074
2457776.45609401	0.996506	0.003871	1.208058	132.953773	2457776.452245	177423.265222	516.653389	512.418149	6.195852
2457776.45759908	0.998229	0.003734	1.202636	132.848476	2457776.45375	176535.837527	516.848326	512.003098	5.763832
2457776.45911516	0.991975	0.003616	1.197272	131.702795	2457776.455266	176035.475412	517.08019	511.709082	5.662723
2457776.46062023	0.992139	0.003796	1.192048	130.083394	2457776.456771	177268.362528	517.315848	511.826971	6.090115
2457776.46212431	0.993203	0.003589	1.186919	130.513828	2457776.458275	177090.076401	517.305827	511.21171	5.451155
2457776.46362938	0.990886	0.003567	1.181885	126.856117	2457776.45978	177621.594071	517.667545	511.101282	5.541335
2457776.46514546	0.993462	0.003528	1.176907	126.189149	2457776.461296	176552.011609	517.699000	511.201894	5.42743
2457776.46665053	0.990318	0.003545	1.172059	127.798645	2457776.462801	178146.759222	517.924348	510.89763	5.456094
2457776.46816661	0.992443	0.003582	1.167265	127.058871	2457776.464317	178824.625554	517.587676	510.794144	5.549663
2457776.46967168	0.988026	0.003602	1.162597	126.18616	2457776.465822	178587.139395	518.106513	510.589188	5.748664
2457776.47118776	0.987945	0.003539	1.157983	126.36429	2457776.467338	179314.222337	518.547984	510.574991	5.479132
2457776.47269284	0.989079	0.003585	1.153490	124.218961	2457776.468843	179174.670516	517.723984	510.137675	5.565136
2457776.47419691	0.994192	0.003608	1.149084	125.655963	2457776.470347	177755.700966	517.789098	510.013492	5.666003
2457776.47571299	0.986769	0.003672	1.144728	124.626924	2457776.471863	178607.284567	518.110231	509.97003	5.802658
2457776.47721806	0.986668	0.003576	1.140490	124.120667	2457776.473368	177945.338387	518.49154	509.707429	5.598358
2457776.47872314	0.986927	0.003609	1.136334	119.953198	2457776.474873	179001.966925	519.235215	509.344699	5.791065
2457776.48023921	0.990169	0.003641	1.132227	122.375925	2457776.476389	178970.107753	519.634842	509.057004	5.701406
2457776.48174429	0.994458	0.003580	1.128233	122.089919	2457776.477894	179534.255097	519.535106	508.759364	5.545659
2457776.48326036	0.996521	0.003494	1.124287	121.626664	2457776.47941	180766.990946	518.748603	508.436619	5.292257
2457776.48477644	0.991665	0.003521	1.120421	122.98987	2457776.480926	180792.193309	518.639219	508.123191	5.345411
2457776.48626951	0.985142	0.003557	1.116690	122.7163	2457776.482419	179071.993116	518.867338	508.055139	5.596215
2457776.48778559	0.991276	0.003539	1.112978	121.00337	2457776.483935	179363.909149	519.112583	508.067928	5.455575
2457776.48929066	0.991924	0.003508	1.109369	117.168353	2457776.48544	178496.756861	519.534028	508.049205	5.520878
2457776.49079474	0.994722	0.003481	1.105835	120.106759	2457776.486944	178217.474366	519.600286	507.803413	5.295186
2457776.49231182	0.996026	0.003609	1.102348	118.17924	2457776.488461	177715.119136	519.668823	507.767313	5.749239
2457776.49381589	0.989168	0.003531	1.098960	117.293693	2457776.489965	178750.331351	519.488819	507.302241	5.394589
2457776.49533197	0.995389	0.003483	1.095619	114.648716	2457776.491481	180124.018485	519.39707	507.37537	5.410381
2457776.49683704	0.993972	0.003559	1.092374	116.198192	2457776.492986	178525.55428	519.356165	507.625049	5.686226
2457776.49835312	0.989690	0.003487	1.089175	117.888764	2457776.494502	181036.749439	519.465018	507.341432	5.27765
2457776.49987019	0.991817	0.003488	1.086046	116.486986	2457776.496019	180059.907505	519.009791	506.893117	5.412147
2457776.50137427	0.987315	0.003510	1.083010	117.98648	2457776.497523	179257.121876	518.982803	506.912473	5.472332
2457776.50287934	0.988100	0.003469	1.080042	116.061936	2457776.499028	179353.236198	519.797888	506.492324	5.259631
2457776.50439542	0.973730	0.003375	1.077119	114.994845	2457776.500544	180420.097714	519.756541	506.512087	5.172472
2457776.50590049	0.973581	0.003396	1.074285	115.631902	2457776.502049	181160.518546	519.969884	506.714672	5.080222
2457776.50741657	0.975217	0.003390	1.071495	114.841032	2457776.503565	181232.424078	519.72055	506.7202	5.216023
2457776.50893264	0.972543	0.003345	1.068772	114.865065	2457776.505081	179836.02516	519.680251	506.690287	5.132054
2457776.51043772	0.971885	0.003366	1.066134	115.104337	2457776.506586	180770.670037	519.526505	507.042358	5.227588
2457776.51194179	0.969707	0.003342	1.063559	116.407959	2457776.50809	181798.118217	519.446871	507.079979	4.985935
2457776.51344687	0.966329	0.003365	1.061048	117.535323	2457776.509595	181992.852677	519.908736	507.131597	5.12498
2457776.51495194	0.970467	0.003354	1.058600	114.604001	2457776.5111	181727.014078	519.268173	507.197085	5.135363
2457776.51645602	0.965267	0.003330	1.056213	112.714403	2457776.512604	181907.401034	519.025988	507.558739	5.171012
2457776.51796109	0.968355	0.003396	1.053888	110.72638	2457776.514109	180255.646019	518.60969	507.953735	5.456965
2457776.51947717	0.970039	0.003437	1.051607	108.812425	2457776.515625	180598.881113	518.558615	508.188462	5.668904
2457776.52098224	0.966393	0.003374	1.049404	108.177395	2457776.51713	181291.018535	518.302955	507.844381	5.412121
2457776.52248632	0.968150	0.003292	1.047261	105.711405	2457776.518634	183189.797553	518.380266	508.110388	4.984773
2457776.52399139	0.966703	0.003313	1.045177	107.791377	2457776.520139	182804.026914	517.804366	508.456976	5.262891
2457776.52550747	0.966794	0.003258	1.043137	106.597119	2457776.521655	183678.434211	517.883296	509.043698	4.978833
2457776.52702355	0.966254	0.003266	1.041157	107.881441	2457776.523171	183899.680538	516.777458	509.587581	4.938286
2457776.52852862	0.969952	0.003404	1.039250	110.081841	2457776.524676	181368.138874	516.412345	510.080564	5.45547
2457776.53003369	0.971873	0.003353	1.037400	107.025873	2457776.526181	180102.975441	517.193363	510.469828	5.338331
2457776.53153777	0.977242	0.003415	1.035608	106.227119	2457776.527685	179752.892543	516.082954	511.018837	5.631649
2457776.53304284	0.975563	0.003453	1.033872	106.748139	2457776.52919	179314.032042	516.378164	511.355737	5.706767
2457776.53455892	0.972068	0.003450	1.032181	106.596881	2457776.530706	181026.683143	516.124023	511.45325	5.533647
2457776.53607499	0.973979	0.003598	1.030546	107.301971	2457776.532222	179200.024063	515.932926	511.760958	6.070261
2457776.53758007	0.968878	0.003856	1.028980	108.540944	2457776.533727	176714.287743	515.784221	511.734201	6.835781
2457776.53909614	0.976464	0.003425	1.027458	107.776507	2457776.535243	181127.271499	515.682496	513.231283	5.357864
2457776.54060122	0.976524	0.003456	1.026002	105.950094	2457776.536748	178830.15899	516.048834	514.042384	5.621338
2457776.54211729	0.980740	0.003544	1.024591	104.215978	2457776.538264	178179.034401	515.335379	514.101116	5.862498
2457776.54363337	0.983277	0.003561	1.023235	107.539158	2457776.53978	177417.310416	515.45772	514.557674	5.831851
2457776.54513844	0.989074	0.003432	1.021944	105.938637	2457776.541285	178743.090478	515.629795	514.982557	5.326796
2457776.54665452	0.985624	0.003392	1.020697	103.293725	2457776.542801	181761.677778	515.421413	515.181333	5.188801
2457776.54815959	0.976749	0.003374	1.019513	103.702528	2457776.544306	182398.284909	514.967426	515.797701	5.384671
2457776.54966367	0.984857	0.003502	1.018383	105.805633	2457776.54581	180427.750309	515.071004	516.779476	5.597444
2457776.55117974	0.973668	0.003515	1.017298	104.69694	2457776.547326	180472.472356	514.09568	517.951141	5.663191
2457776.55268482	0.975712	0.003401	1.016274	103.232129	2457776.548831	181516.367682	513.94486	518.868846	5.41096
2457776.55420089	0.976645	0.003723	1.015296	104.594862	2457776.550347	177193.480808	514.690246	520.088659	6.546105
2457776.55571697	0.982151	0.003449	1.014371	101.581371	2457776.551863	180041.759791	514.510595	520.96492	5.66602
2457776.55723404	0.973976	0.003579	1.013499	101.941595	2457776.55338	180133.787215	513.158656	522.232694	6.152085
2457776.55873812	0.975164	0.003489	1.012685	101.350665	2457776.554884	180141.923271	513.276264	523.193164	5.735914
2457776.56025419	0.971743	0.003389	1.011918	102.795613	2457776.5564	180068.804867	513.154543	524.175618	5.363214
2457776.56175927	0.976574	0.003434	1.011209	100.972086	2457776.557905	182315.762443	513.228812	525.354905	5.458921
2457776.56326434	0.975145	0.003478	1.010551	104.020233	2457776.55941	182207.494022	512.991045	525.80212	5.661398
2457776.56478042	0.972570	0.003446	1.009940	104.609549	2457776.560926	181355.464808	513.649044	526.847842	5.786178
2457776.56780157	0.974813	0.003347	1.008878	101.701621	2457776.563947	181410.871906	513.585497	528.686658	5.277027
2457776.56931764	0.973308	0.003352	1.008423	100.935928	2457776.565463	182170.286256	512.765046	529.867031	5.361871
2457776.57082271	0.973145	0.003371	1.008022	102.503776	2457776.566968	181379.622969	512.819532	530.913838	5.406286
2457776.57232679	0.978212	0.003389	1.007672	101.764927	2457776.568472	181091.467269	512.947789	531.751821	5.42404
2457776.57383186	0.976808	0.003356	1.007373	103.013299	2457776.569977	181716.109875	513.543726	533.36794	5.255749
2457776.57533594	0.973807	0.003620	1.007124	104.956089	2457776.571481	180425.389143	513.366899	535.258222	6.011306
2457776.57685301	0.980804	0.003397	1.006925	103.6583	2457776.572998	180433.611276	513.533162	536.736963	5.508637
2457776.57835709	0.980462	0.003367	1.006779	103.7963	2457776.574502	181543.87453	513.062142	537.491661	5.230594
2457776.57987416	0.988274	0.003397	1.006682	101.913932	2457776.576019	181359.260221	513.408767	538.219297	5.404381
2457776.58331133	1.004592	0.003402	1.006653	100.246657	2457776.579456	178284.947185	513.581255	512.969519	5.253074
2457776.58481641	1.001991	0.003376	1.006723	102.568672	2457776.580961	178810.139885	514.43571	512.938894	5.08556
2457776.58633248	1.000150	0.003343	1.006846	99.07790	2457776.582477	180409.190301	514.934613	512.779752	5.184152
2457776.58783656	0.996478	0.003358	1.007018	99.834937	2457776.583981	180827.796565	515.348483	512.726867	5.153274
2457776.58935363	0.992469	0.003342	1.007242	99.862551	2457776.585498	180323.646802	515.334276	512.605056	5.166141
2457776.59085770	0.992392	0.003491	1.007516	100.369276	2457776.587002	179266.842513	515.407385	512.374803	5.783029
2457776.59237478	0.990134	0.003320	1.007843	100.122626	2457776.588519	181259.226596	516.247337	512.482442	5.159141
2457776.59387885	0.987659	0.003466	1.008219	101.768223	2457776.590023	179125.334523	516.696786	511.530325	5.840805
2457776.59539493	0.988398	0.003353	1.008649	104.015494	2457776.591539	181751.496508	516.752068	511.489014	5.179498
2457776.59691200	0.993175	0.003381	1.009131	98.749365	2457776.593056	180508.55281	516.586557	510.875675	5.481922
2457776.59841608	0.986284	0.003377	1.009660	100.148532	2457776.59456	179465.50626	516.772276	510.687171	5.435681
2457776.59992115	0.989524	0.003330	1.010241	97.419395	2457776.596065	179555.355833	516.702704	510.653954	5.298114
2457776.60142522	0.988560	0.003342	1.010873	96.987446	2457776.597569	180953.02535	516.732961	510.16039	5.232441
2457776.60293030	0.996581	0.003399	1.011556	99.149886	2457776.599074	179660.743363	515.909632	510.111568	5.452644
2457776.60444637	0.986293	0.003419	1.012297	98.513966	2457776.60059	179959.868636	516.980949	509.638514	5.533696
2457776.60595145	0.995867	0.003365	1.013085	97.828218	2457776.602095	179457.737886	516.610804	509.661212	5.291582
2457776.60745652	0.991821	0.003325	1.013924	96.157946	2457776.6036	179941.834357	516.433955	509.617872	5.181362
2457776.60897260	0.991993	0.003332	1.014822	96.48627	2457776.605116	178510.575836	516.156376	509.333441	5.175593
2457776.61047667	0.999639	0.003406	1.015766	97.254465	2457776.60662	176857.302703	516.191369	508.57292	5.372609
2457776.61199374	1.002310	0.003489	1.016771	97.509182	2457776.608137	177798.034425	515.987666	508.190432	5.695701
2457776.61349782	0.992578	0.003483	1.017820	98.805288	2457776.609641	178239.137672	515.933393	508.198549	5.69705
2457776.61500289	1.003006	0.003464	1.018923	96.818902	2457776.611146	177332.312296	516.056694	508.038077	5.62191
2457776.61651897	0.997536	0.003376	1.020088	95.668196	2457776.612662	178539.444103	516.013782	507.512946	5.203948
2457776.61802404	1.002311	0.003493	1.021298	96.167377	2457776.614167	177070.492027	514.561335	507.383557	5.674923
2457776.61952811	1.004831	0.003346	1.022561	95.454407	2457776.615671	178563.137898	514.371942	507.267062	5.007725
2457776.62104519	0.995377	0.003349	1.023889	95.429489	2457776.617188	178550.742232	514.395249	507.305749	5.275997
2457776.62254926	0.998244	0.003415	1.025261	97.136048	2457776.618692	180332.532651	514.971243	506.87654	5.348253
2457776.62405434	1.000849	0.003456	1.026688	98.213958	2457776.620197	177983.826583	513.757726	506.700815	5.459386
2457776.62555841	0.996678	0.003426	1.028169	95.467614	2457776.621701	178459.063984	513.679452	506.443524	5.314957
2457776.62706348	1.004263	0.003426	1.029706	94.326700	2457776.623206	177870.139866	513.534965	506.13924	5.325108
2457776.62856856	1.003048	0.003335	1.031299	95.315384	2457776.624711	179351.092958	513.894519	506.468383	4.869746
2457776.63007263	1.003070	0.003342	1.032947	97.011728	2457776.626215	178955.600333	513.570908	506.2912	4.958811
2457776.63157771	1.001082	0.003394	1.034651	94.307981	2457776.62772	178708.690468	512.767654	506.389342	5.317538
2457776.63308278	1.003141	0.003492	1.036412	91.752982	2457776.629225	176449.307711	512.873182	505.627367	5.820828
2457776.63458685	1.002571	0.003491	1.038230	91.659122	2457776.630729	176672.627368	512.26453	505.716163	5.752901
2457776.63609193	1.000185	0.003384	1.040106	92.336344	2457776.632234	178009.540481	512.433761	505.433431	5.229052
2457776.63759600	1.003147	0.003395	1.042039	89.550621	2457776.633738	175317.786823	512.315928	505.169783	5.458698
2457776.63910108	1.005657	0.003484	1.044031	93.054463	2457776.635243	176587.457961	512.341119	504.454846	5.661938
2457776.64061715	1.009111	0.003516	1.046098	92.794928	2457776.636759	176260.192193	511.813931	504.138496	5.857477
2457776.64212222	1.004266	0.003461	1.048208	93.579058	2457776.638264	177303.109243	512.103912	504.435398	5.540536
2457776.64363830	1.005774	0.003360	1.050394	92.57005	2457776.63978	178002.951714	512.38039	504.234196	5.116658
2457776.64515437	1.005154	0.003398	1.052642	91.874107	2457776.641296	177659.137863	511.560755	503.615498	5.26634
2457776.64665944	1.010542	0.003440	1.054934	95.275973	2457776.642801	176823.099507	510.567635	503.676647	5.289911
